Année;Revenu ;Impôt;Supplément
2021;0;0;0
2021;30'800.00;25;1
2021;51'000.00;228;2
2021;58'500.00;379;3
2021;75'400.00;887;4
2021;90'400.00;1'488.00;5
2021;103'500.00;2'144.00;6
2021;114'800.00;2'823.00;7
2021;124'300.00;3'489.00;8
2021;131'800.00;4'090.00;9
2021;137'400.00;4'595.00;10
2021;141'300.00;4'986.00;11
2021;143'200.00;5'196.00;12
2021;145'100.00;5'425.00;13
2021;895'900.00;103'028.50;11.5
