Année;Commune;Taux
2022;Tannay;60.5
2022;Tartegnin;79
2022;Tévenon;71.5
2022;Tolochenaz;64
2022;Trélex;55.5
2022;Trey;78
2022;Treycovagnes;75
2022;Treytorrens (Payerne);81.5
2022;Ursins;75
2022;Valbroye;70.5
2022;Valeyres-sous-Montagny;70.5
2022;Valeyres-sous-Rances;71
2022;Valeyres-sous-Ursins;77
2022;Vallorbe;71.5
2022;Vaulion;81
2022;Vaux-sur-Morges;56
2022;Vevey;74.5
2022;Veytaux;69.5
2022;Vich;63
2022;Villars-Epeney;68
2022;Villars-le-Comte;70
2022;Villars-le-Terroir;76
2022;Villars-Sainte-Croix;60.5
2022;Villars-sous-Yens;76
2022;Villarzel;75
2022;Villeneuve (VD);67.5
2022;Vinzel;67
2022;Vuarrens;73.5
2022;Vucherens;77
2022;Vufflens-la-Ville;67
2022;Vufflens-le-Château;58.5
2022;Vugelles-La Mothe;70
2022;Vuiteboeuf;75
2022;Vulliens;74
2022;Vullierens;76
2022;Vully-les-Lacs;67
2022;Yens;71.5
2022;Yverdon-les-Bains;75
2022;Yvonand;71.5
2022;Yvorne;71.5
