Année;Facteur;;Coefficient;Fortune;;Rabais impôt;Nom barème;;;;;Plafond;Déduction
2022;5;5;155;56'000;112'000;251;Bar_ICC;Bar_Fort;Bar_IFD_C;Bar_IFD_M;201100;22300
