Année;Commune;Taux
2015;Mézières;76
2015;Mies;49
2015;Missy;72
2015;Moiry;81
2015;Mollens (VD);74
2015;Molondin;81
2015;Montagny-près-Yverdon;61
2015;Montanaire;72
2015;Montcherand;69
2015;Montherod;74
2015;Montilliez;74
2015;Mont-la-Ville;76
2015;Montpreveyres;77
2015;Montreux;65
2015;Montricher;64
2015;Mont-sur-Rolle;63
2015;Morges;68.5
2015;Morrens (VD);71
2015;Moudon;75
2015;Mutrux;78.5
2015;Novalles;76
2015;Noville;78.5
2015;Nyon;61
2015;Ogens;78
2015;Ollon;68
2015;Onnens (VD);65
2015;Oppens;81
2015;Orbe;72
2015;Orges;74
2015;Ormont-Dessous;78.5
2015;Ormont-Dessus;76
2015;Orny;73
2015;Oron;69
2015;Orzens;79
2015;Oulens-sous-Echallens;71
2015;Pailly;77.5
2015;Pampigny;75
2015;Paudex;61.5
2015;Payerne;75
2015;Penthalaz;74
2015;Penthaz;71
2015;Penthéréaz;78
2015;Perroy;60
2015;Poliez-Pittet;71
2015;Pompaples;66
2015;Pomy;71
2015;Prangins;56
2015;Premier;81
2015;Préverenges;64
2015;Prévonloup;74
2015;Prilly;73.5
2015;Provence;81
2015;Puidoux;68
2015;Pully;63
2015;Rances;78
2015;Renens (VD);78.5
2015;Rennaz;67.5
2015;Reverolle;76
2015;Rivaz;63.5
2015;Roche (VD);68
2015;Rolle;59.5
2015;Romainmôtier-Envy;76
2015;Romanel-sur-Lausanne;70
2015;Romanel-sur-Morges;56
2015;Ropraz;77.5
2015;Rossenges;60
2015;Rossinière;81
2015;Rougemont;69
2015;Rovray;75
2015;Rueyres;73
2015;Saint-Barthélemy (VD);75
2015;Saint-Cergue;66
2015;Sainte-Croix;70
2015;Saint-George;68.5
2015;Saint-Livres;69
2015;Saint-Oyens;81
2015;Saint-Prex;55
2015;Saint-Sulpice (VD);55
2015;Sarzens;74
2015;Saubraz;83
2015;Savigny;67
2015;Senarclens;68.5
2015;Sergey;81
2015;Servion;69
2015;Sévery;76
2015;Signy-Avenex;56
2015;St-Légier-La Chiésaz;66
2015;St-Saphorin;62
2015;Suchy;68
2015;Sullens;70
2015;Suscévaz;66
2015;Syens;75.6
2015;Tannay;61
2015;Tartegnin;84
2015;Tévenon;73
2015;Tolochenaz;65
2015;Trélex;53
2015;Trey;80
2015;Treycovagnes;77
2015;Treytorrens;84
2015;Ursins;78
2015;Valbroye;73
2015;Valeyres-sous-Montagny;72
2015;Valeyres-sous-Rances;68
2015;Valeyres-sous-Ursins;79
2015;Vallorbe;74
2015;Vaulion;81
2015;Vaux-sur-Morges;39
2015;Vevey;73
2015;Veytaux;69
2015;Vich;68
2015;Villars-Epeney;60
2015;Villars-le-Comte;76
2015;Villars-le-Terroir;73
2015;Villars-Sainte-Croix;59
2015;Villars-sous-Yens;76
2015;Villarzel;79
2015;Villeneuve (VD);69
2015;Vinzel;70
2015;Vuarrens;75
2015;Vucherens;79
2015;Vufflens-la-Ville;67
2015;Vufflens-le-Château;55
2015;Vugelles-La Mothe;70
2015;Vuiteboeuf;77
2015;Vulliens;81
2015;Vullierens;76
2015;Vully-les-Lacs;67
2015;Yens;73
2015;Yverdon-les-Bains;76.5
2015;Yvonand;73
2015;Yvorne;68.5
