Année;Facteur;;Coefficient;Fortune;;Rabais impôt;Nom barème;;;;;Plafond;Déduction
2014;3;5;154.5;56'000;112'000;251;Bar_ICC;Bar_Fort;Bar_IFD_C;Bar_IFD_M;200900;22300
