Année;Commune;Taux
2014;Ursins;78
2014;Valbroye;75
2014;Valeyres-sous-Montagny;72
2014;Valeyres-sous-Rances;68
2014;Valeyres-sous-Ursins;78
2014;Vallorbe;74
2014;Vaulion;81
2014;Vaux-sur-Morges;39
2014;Vevey;73
2014;Veytaux;69
2014;Vich;70
2014;Villars-Epeney;60
2014;Villars-le-Comte;76
2014;Villars-le-Terroir;73
2014;Villars-Sainte-Croix;59
2014;Villars-sous-Yens;76
2014;Villarzel;81
2014;Villeneuve (VD);69
2014;Vinzel;73
2014;Vuarrens;75
2014;Vucherens;79
2014;Vufflens-la-Ville;67
2014;Vufflens-le-Château;55
2014;Vugelles-La Mothe;70
2014;Vuiteboeuf;77
2014;Vulliens;81
2014;Vullierens;76
2014;Vully-les-Lacs;67
2014;Yens;73
2014;Yverdon-les-Bains;76.5
2014;Yvonand;73
2014;Yvorne;68.5
