Année;Facteur;;Coefficient;Fortune;;Rabais impôt;Nom barème;;;;;Plafond;Déduction
2020;3;5;156;56'000;112'000;251;Bar_ICC;Bar_Fort;Bar_IFD_C;Bar_IFD_M;201100;22300
