Année;Commune;Taux
2020;Daillens;66
2020;Démoret;81
2020;Denens;68
2020;Denges;62
2020;Dizy;75
2020;Dompierre (VD);78
2020;Donneloye;73
2020;Duillier;66
2020;Dully;49
2020;Echallens;72.5
2020;Echandens;60.5
2020;Echichens;66
2020;Eclépens;46
2020;Ecublens (VD);62.5
2020;Epalinges;64.5
2020;Ependes (VD);73.5
2020;Essertes;71.5
2020;Essertines-sur-Rolle;66.5
2020;Essertines-sur-Yverdon;73
2020;Etagnières;73
2020;Etoy;60
2020;Eysins;59.5
2020;Faoug;66
2020;Féchy;64
2020;Ferreyres;76
2020;Fey;75
2020;Fiez;69
2020;Fontaines-sur-Grandson;69
2020;Forel (Lavaux);69
2020;Founex;57
2020;Froideville;72
2020;Genolier;55
2020;Giez;66
2020;Gilly;64.5
2020;Gimel;74.5
2020;Gingins;57
2020;Givrins;67
2020;Gland;61
2020;Gollion;74
2020;Goumoëns;75.5
2020;Grancy;70
2020;Grandcour;73.5
2020;Grandevent;68
2020;Grandson;69
2020;Grens;62
2020;Gryon;73.5
2020;Henniez;69
2020;Hermenches;73.5
2020;Jongny;69.5
2020;Jorat-Menthue;70.5
2020;Jorat-Mézières;73
2020;Jouxtens-Mézery;59
2020;Juriens;79
2020;La Chaux (Cossonay);77
2020;La Praz;83
2020;La Rippe;65
2020;La Sarraz;66
2020;La Tour-de-Peilz;64
2020;L'Abbaye;76
2020;L'Abergement;81
2020;Lausanne;78.5
2020;Lavey-Morcles;71.5
2020;Lavigny;73
2020;Le Brassus;66.5
2020;Le Chenit;58.5
2020;Le Lieu;70
2020;Le Mont-sur-Lausanne;73.5
2020;Le Sentier;68.5
2020;Le Vaud;74
2020;Les Bioux;80
2020;Les Clées;80
2020;Leysin;78
2020;Lignerolle;78.5
2020;L'Isle;75
2020;Lonay;55
2020;Longirod;77.5
2020;L'Orient;68.5
2020;Lovatens;75
2020;Lucens;67.5
2020;Luins;58.5
2020;Lully (VD);61
2020;Lussery-Villars;75
2020;Lussy-sur-Morges;66
2020;Lutry;54
2020;Maracon;74.5
2020;Marchissy;77.5
2020;Mathod;72
2020;Mauborget;70
2020;Mauraz;77
2020;Mex (VD);59.5
2020;Mies;52
2020;Missy;72
2020;Moiry;77.5
2020;Mollens (VD);74
2020;Molondin;81
2020;Montagny-près-Yverdon;63.5
2020;Montanaire;72
2020;Montcherand;72
2020;Montherod;75
2020;Montilliez;72.5
2020;Mont-la-Ville;76
2020;Montpreveyres;75
2020;Montreux;65
2020;Montricher;64
2020;Mont-sur-Rolle;63.5
2020;Morges;67
2020;Morrens (VD);74
2020;Moudon;72.5
2020;Mutrux;80
2020;Novalles;76
2020;Noville;78.5
2020;Nyon;61
2020;Ogens;78
2020;Ollon;68
2020;Onnens (VD);63.5
2020;Oppens;81
2020;Orbe;75.5
2020;Orges;74
2020;Ormont-Dessous;77
2020;Ormont-Dessus;76
2020;Orny;73
2020;Oron;69
2020;Orzens;79
2020;Oulens-sous-Echallens;70
2020;Pailly;76
2020;Pampigny;73
2020;Paudex;66.5
2020;Payerne;73
2020;Penthalaz;74
2020;Penthaz;69.5
2020;Penthéréaz;74
2020;Perroy;58.5
2020;Poliez-Pittet;73
2020;Pompaples;66
2020;Pomy;71
2020;Prangins;55
2020;Premier;79.5
2020;Préverenges;62.5
2020;Prévonloup;72.5
2020;Prilly;72.5
2020;Provence;81
2020;Puidoux;68.5
2020;Pully;63
2020;Rances;76.5
2020;Renens (VD);77
2020;Rennaz;69
2020;Reverolle;74
2020;Rivaz;62
2020;Roche (VD);68
2020;Rolle;59.5
2020;Romainmôtier-Envy;81
2020;Romanel-sur-Lausanne;70.5
2020;Romanel-sur-Morges;56
2020;Ropraz;77.5
2020;Rossenges;75
2020;Rossinière;81
2020;Rougemont;74
2020;Rovray;71.5
2020;Rueyres;73
2020;Saint-Barthélemy (VD);75
2020;Saint-Cergue;66
2020;Sainte-Croix;70
2020;Saint-George;69.5
2020;Saint-Légier-La Chiésaz;68.5
2020;Saint-Livres;69
2020;Saint-Oyens;81
2020;Saint-Prex;55
2020;Saint-Saphorin (Lavaux);72
2020;Saint-Sulpice (VD);55
2020;Saubraz;80
2020;Savigny;69
2020;Senarclens;68.5
2020;Sergey;78
2020;Servion;69
2020;Sévery;73
2020;Signy-Avenex;58
2020;Suchy;70
2020;Sullens;68.5
2020;Suscévaz;72
2020;Syens;75.6
2020;Tannay;60.5
2020;Tartegnin;79
2020;Tévenon;71.5
2020;Tolochenaz;65
2020;Trélex;55.5
2020;Trey;78
2020;Treycovagnes;75
2020;Treytorrens (Payerne);84
2020;Ursins;75
2020;Valbroye;70.5
2020;Valeyres-sous-Montagny;70.5
2020;Valeyres-sous-Rances;68
2020;Valeyres-sous-Ursins;79
2020;Vallorbe;71.5
2020;Vaulion;81
2020;Vaux-sur-Morges;56
2020;Vevey;74.5
2020;Veytaux;69.5
2020;Vich;63
2020;Villars-Epeney;60
2020;Villars-le-Comte;70
2020;Villars-le-Terroir;73
2020;Villars-Sainte-Croix;60.5
2020;Villars-sous-Yens;76
2020;Villarzel;77
2020;Villeneuve (VD);67.5
2020;Vinzel;67
2020;Vuarrens;73.5
2020;Vucherens;77
2020;Vufflens-la-Ville;67
2020;Vufflens-le-Château;58.5
2020;Vugelles-La Mothe;70
2020;Vuiteboeuf;77
2020;Vulliens;76
2020;Vullierens;76
2020;Vully-les-Lacs;67
2020;Yens;71.5
2020;Yverdon-les-Bains;75
2020;Yvonand;71.5
2020;Yvorne;71.5
