Année;Revenu ;Impôt;Supplément
2020;0;0;0
2020;30'800.00;25;1
2020;51'000.00;228;2
2020;58'500.00;379;3
2020;75'400.00;887;4
2020;90'400.00;1'488.00;5
2020;103'500.00;2'144.00;6
2020;114'800.00;2'823.00;7
2020;124'300.00;3'489.00;8
2020;131'800.00;4'090.00;9
2020;137'400.00;4'595.00;10
2020;141'300.00;4'986.00;11
2020;143'200.00;5'196.00;12
2020;145'100.00;5'425.00;13
2020;895'900.00;103'028.50;11.5
