Année;Commune;Taux
2016;La Sarraz;66
2016;La Tour-de-Peilz;64
2016;L'Abbaye;76
2016;L'Abergement;81
2016;Lausanne;79
2016;Lavey-Morcles;71
2016;Lavigny;74.5
2016;Le Brassus;70
2016;Le Chenit;60
2016;Le Lieu;65
2016;Le Mont-sur-Lausanne;75
2016;Le Sentier;70
2016;Le Vaud;75
2016;Les Bioux;79
2016;Les Clées;80
2016;Leysin;78
2016;Lignerolle;80
2016;L'Isle;76
2016;Lonay;55
2016;Longirod;81
2016;L'Orient;70
2016;Lovatens;75
2016;Lucens;66
2016;Luins;60
2016;Lully (VD);61
2016;Lussery-Villars;68
2016;Lussy-sur-Morges;66
2016;Lutry;55.5
2016;Maracon;76
2016;Marchissy;79
2016;Mathod;74
2016;Mauborget;70
2016;Mauraz;74
2016;Mex (VD);61
2016;Mézières;76
2016;Mies;49
2016;Missy;72
2016;Moiry;81
2016;Mollens (VD);74
2016;Molondin;81
2016;Montagny-près-Yverdon;61
2016;Montanaire;72
2016;Montcherand;72
2016;Montherod;78
2016;Montilliez;74
2016;Mont-la-Ville;76
2016;Montpreveyres;77
2016;Montreux;65
2016;Montricher;64
2016;Mont-sur-Rolle;64
2016;Morges;68.5
2016;Morrens (VD);71
2016;Moudon;75
2016;Mutrux;78.5
2016;Novalles;76
2016;Noville;78.5
2016;Nyon;61
2016;Ogens;78
2016;Ollon;68
2016;Onnens (VD);65
2016;Oppens;81
2016;Orbe;74
2016;Orges;74
2016;Ormont-Dessous;78.5
2016;Ormont-Dessus;76
2016;Orny;73
2016;Oron;69
2016;Orzens;79
2016;Oulens-sous-Echallens;71
2016;Pailly;77.5
2016;Pampigny;75
2016;Paudex;61.5
2016;Payerne;75
2016;Penthalaz;74
2016;Penthaz;71
2016;Penthéréaz;78
2016;Perroy;60
2016;Poliez-Pittet;71
2016;Pompaples;66
2016;Pomy;71
2016;Prangins;56
2016;Premier;81
2016;Préverenges;64
2016;Prévonloup;74
2016;Prilly;73.5
2016;Provence;81
2016;Puidoux;70
2016;Pully;61
2016;Rances;78
2016;Renens (VD);78.5
2016;Rennaz;67.5
2016;Reverolle;76
2016;Rivaz;63.5
2016;Roche;68
2016;Rolle (VD);59.5
2016;Romainmôtier-Envy;76
2016;Romanel-sur-Lausanne;70
2016;Romanel-sur-Morges;56
2016;Ropraz;77.5
2016;Rossenges;60
2016;Rossinière;81
2016;Rougemont;69
2016;Rovray;73
2016;Rueyres;73
2016;Saint-Barthélemy (VD);75
2016;Saint-Cergue;66
2016;Sainte-Croix;70
2016;Saint-George;68.5
2016;Saint-Livres;69
2016;Saint-Oyens;81
2016;Saint-Prex;55
2016;Saint-Sulpice (VD);55
2016;Sarzens;74
2016;Saubraz;80
2016;Savigny;69
2016;Senarclens;68.5
2016;Sergey;78
2016;Servion;69
2016;Sévery;76
2016;Signy-Avenex;56
2016;St-Légier-La Chiésaz;67
2016;St-Saphorin;67
2016;Suchy;70
2016;Sullens;70
2016;Suscévaz;66
2016;Syens;75.6
2016;Tannay;61
2016;Tartegnin;84
2016;Tévenon;73
2016;Tolochenaz;65
2016;Trélex;57
2016;Trey;80
2016;Treycovagnes;77
2016;Treytorrens;84
2016;Ursins;78
2016;Valbroye;73
2016;Valeyres-sous-Montagny;72
2016;Valeyres-sous-Rances;65
2016;Valeyres-sous-Ursins;79
2016;Vallorbe;74
2016;Vaulion;81
2016;Vaux-sur-Morges;39
2016;Vevey;73
2016;Veytaux;69
2016;Vich;68
2016;Villars-Epeney;60
2016;Villars-le-Comte;76
2016;Villars-le-Terroir;73
2016;Villars-Sainte-Croix;59
2016;Villars-sous-Yens;76
2016;Villarzel;79
2016;Villeneuve (VD);69
2016;Vinzel;70
2016;Vuarrens;75
2016;Vucherens;79
2016;Vufflens-la-Ville;67
2016;Vufflens-le-Château;55
2016;Vugelles-La Mothe;70
2016;Vuiteboeuf;77
2016;Vulliens;78
2016;Vullierens;76
2016;Vully-les-Lacs;67
2016;Yens;73
2016;Yverdon-les-Bains;76.5
2016;Yvonand;73
2016;Yvorne;68.5
