Année;Revenu ;Impôt;Supplément
2013;0;0;0
2013;30'800.00;25;1
2013;51'000.00;228;2
2013;58'500.00;379;3
2013;75'400.00;887;4
2013;90'400.00;1'488.00;5
2013;103'500.00;2'144.00;6
2013;114'800.00;2'823.00;7
2013;124'300.00;3'489.00;8
2013;131'800.00;4'090.00;9
2013;137'400.00;4'595.00;10
2013;141'300.00;4'986.00;11
2013;143'200.00;5'196.00;12
2013;145'100.00;5'425.00;13
2013;895'900.00;103'028.50;11.5
