Année;Revenu ;Impôt;Supplément
2017;0;0;0
2017;30'800.00;25;1
2017;51'000.00;228;2
2017;58'500.00;379;3
2017;75'400.00;887;4
2017;90'400.00;1'488.00;5
2017;103'500.00;2'144.00;6
2017;114'800.00;2'823.00;7
2017;124'300.00;3'489.00;8
2017;131'800.00;4'090.00;9
2017;137'400.00;4'595.00;10
2017;141'300.00;4'986.00;11
2017;143'200.00;5'196.00;12
2017;145'100.00;5'425.00;13
2017;895'900.00;103'028.50;11.5
