Année;Revenu ;Impôt;Supplément
2023;0;0;0
2023;31'300;25;1
2023;51'800;230;2
2023;59'400;382;3
2023;76'700;901;4
2023;92'000;1'513.00;5
2023;105'400;2'183.00;6
2023;116'900;2'873.00;7
2023;126'500;3'545.00;8
2023;134'200;4'161.00;9
2023;139'900;4'674.00;10
2023;143'800;5'064.00;11
2023;145'800;5'284.00;12
2023;147'700;5'512.00;13
2023;912'600;104'949.00;11.5
