Année;Facteur;;Coefficient;Fortune;;Rabais impôt;Nom barème;;;;;Plafond;Déduction;Abattement
2023;5;5;155;58'000;116'000;255;Bar_ICC;Bar_Fort;Bar_IFD_C;Bar_IFD_M;206600;22900;3.5
