Année;Commune;Taux
2023;Essertines-sur-Rolle;66.5
2023;Essertines-sur-Yverdon;74
2023;Etagnières;73
2023;Etoy;60
2023;Eysins;59.5
2023;Faoug;65
2023;Féchy;64
2023;Ferreyres;76
2023;Fey;75
2023;Fiez;69
2023;Fontaines-sur-Grandson;69
2023;Forel (Lavaux);69
2023;Founex;57
2023;Froideville;72
2023;Genolier;52
2023;Giez;66
2023;Gilly;64.5
2023;Gimel;73
2023;Gingins;60
2023;Givrins;67
2023;Gland;61
2023;Gollion;74
2023;Goumoëns;75.5
2023;Grancy;70
2023;Grandcour;73.5
2023;Grandevent;70
2023;Grandson;69
2023;Grens;62
2023;Gryon;73.5
2023;Hautemorges;71
2023;Henniez;69
2023;Hermenches;73.5
2023;Jongny;69.5
2023;Jorat-Menthue;70.5
2023;Jorat-Mézières;73
2023;Jouxtens-Mézery;59
2023;Juriens;79
2023;La Chaux (Cossonay);76
2023;La Praz;83
2023;La Rippe;63.5
2023;La Sarraz;66
2023;La Tour-de-Peilz;64
2023;L'Abbaye;76
2023;L'Abergement;80
2023;Lausanne;78.5
2023;Lavey-Morcles;71.5
2023;Lavigny;73
2023;Le Brassus;66.5
2023;Le Chenit;58.5
2023;Le Lieu;70
2023;Le Mont-sur-Lausanne;73.5
2023;Le Pont;76
2023;Le Sentier;68.5
2023;Le Séchey;70
2023;Le Solliat;58.5
2023;Le Vaud;73
2023;Les Bioux;79
2023;Les Clées;80
2023;Leysin;78
2023;Lignerolle;78.5
2023;L'Isle;75
2023;Lonay;55
2023;Longirod;77.5
2023;L'Orient;68.5
2023;Lovatens;75
2023;Lucens;69.5
2023;Luins;58.5
2023;Lully (VD);61
2023;Lussery-Villars;75
2023;Lussy-sur-Morges;61.5
2023;Lutry;54
2023;Maracon;74.5
2023;Marchissy;77.5
2023;Mathod;72
2023;Mauborget;70
2023;Mauraz;77
2023;Mex (VD);59.5
2023;Mies;52
2023;Missy;72
2023;Moiry;76
2023;Mollens (VD);74
2023;Molondin;81
2023;Montagny-près-Yverdon;64.5
2023;Montanaire;70
2023;Montcherand;72
2023;Montilliez;72.5
2023;Mont-la-Ville;76
2023;Montpreveyres;75
2023;Montreux;65
2023;Montricher;64
2023;Mont-sur-Rolle;63.5
2023;Morges;67
2023;Morrens (VD);74
2023;Moudon;72.5
2023;Mutrux;80
2023;Novalles;76
2023;Noville;75
2023;Nyon;61
2023;Ogens;78
2023;Ollon;68
2023;Onnens (VD);63.5
2023;Oppens;81
2023;Orbe;75.5
2023;Orges;74
2023;Ormont-Dessous;77
2023;Ormont-Dessus;76
2023;Orny;73
2023;Oron;69
2023;Orzens;79
2023;Oulens-sous-Echallens;71
2023;Pailly;76
2023;Paudex;66.5
2023;Payerne;70
2023;Penthalaz;72.5
2023;Penthaz;69.5
2023;Penthéréaz;74
2023;Perroy;58.5
2023;Poliez-Pittet;73
2023;Pompaples;66
2023;Pomy;71
2023;Prangins;55
2023;Premier;79.5
2023;Préverenges;62.5
2023;Prévonloup;72.5
2023;Prilly;72.5
2023;Provence;81
2023;Puidoux;68.5
2023;Pully;61
2023;Rances;76.5
2023;Renens (VD);77
2023;Rennaz;69
2023;Rivaz;62
2023;Roche (VD);68
2023;Rolle;59.5
2023;Romainmôtier-Envy;81
2023;Romanel-sur-Lausanne;70.5
2023;Romanel-sur-Morges;56
2023;Ropraz;77.5
2023;Rossenges;70
2023;Rossinière;81
2023;Rougemont;79
2023;Rovray;73
2023;Rueyres;73
2023;Saint-Barthélemy (VD);75
2023;Saint-Cergue;66
2023;Sainte-Croix;70
2023;Saint-George;69.5
2023;Saint-Livres;69
2023;Saint-Oyens;79
2023;Saint-Prex;59
2023;Saint-Saphorin (Lavaux);72
2023;Saint-Sulpice (VD);55
2023;Saubraz;80
2023;Savigny;69
2023;Senarclens;68.5
2023;Sergey;78
2023;Servion;69
2023;Signy-Avenex;58
2023;Suchy;70
2023;Sullens;64
2023;Suscévaz;72
2023;Syens;65
2023;Tannay;60.5
2023;Tartegnin;79
2023;Tévenon;71.5
2023;Tolochenaz;64
2023;Trélex;55.5
2023;Trey;78
2023;Treycovagnes;73
2023;Treytorrens (Payerne);81.5
2023;Ursins;75
2023;Valbroye;70.5
2023;Valeyres-sous-Montagny;70.5
2023;Valeyres-sous-Rances;71
2023;Valeyres-sous-Ursins;77
2023;Vallorbe;71.5
2023;Vaulion;81
2023;Vaux-sur-Morges;56
2023;Vevey;74.5
2023;Veytaux;67.5
2023;Vich;63
2023;Villars-Epeney;68
2023;Villars-le-Comte;68
2023;Villars-le-Terroir;76
2023;Villars-Sainte-Croix;60.5
2023;Villars-sous-Yens;76
2023;Villarzel;75
2023;Villeneuve (VD);67.5
2023;Vinzel;65
2023;Vuarrens;73.5
2023;Vucherens;77
2023;Vufflens-la-Ville;67
2023;Vufflens-le-Château;62.5
2023;Vugelles-La Mothe;70
2023;Vuiteboeuf;75
2023;Vulliens;74
2023;Vullierens;76
2023;Vully-les-Lacs;67
2023;Yens;70
2023;Yverdon-les-Bains;75
2023;Yvonand;71.5
2023;Yvorne;71.5
