Année;Commune;Taux
2019;Grandevent;68
2019;Grandson;69
2019;Grens;62
2019;Gryon;75
2019;Henniez;69
2019;Hermenches;75
2019;Jongny;71
2019;Jorat-Menthue;72
2019;Jorat-Mézières;76
2019;Jouxtens-Mézery;59
2019;Juriens;79
2019;La Chaux (Cossonay);77
2019;La Praz;83
2019;La Rippe;65
2019;La Sarraz;66
2019;La Tour-de-Peilz;64
2019;L'Abbaye;76
2019;L'Abergement;81
2019;Lausanne;79
2019;Lavey-Morcles;71
2019;Lavigny;74.5
2019;Le Brassus;68
2019;Le Chenit;60
2019;Le Lieu;70
2019;Le Mont-sur-Lausanne;75
2019;Le Sentier;70
2019;Le Vaud;75
2019;Les Bioux;80
2019;Les Clées;80
2019;Leysin;78
2019;Lignerolle;80
2019;L'Isle;76
2019;Lonay;55
2019;Longirod;81
2019;L'Orient;70
2019;Lovatens;75
2019;Lucens;69
2019;Luins;60
2019;Lully (VD);61
2019;Lussery-Villars;75
2019;Lussy-sur-Morges;66
2019;Lutry;55.5
2019;Maracon;76
2019;Marchissy;79
2019;Mathod;72
2019;Mauborget;70
2019;Mauraz;78
2019;Mex (VD);61
2019;Mies;53
2019;Missy;72
2019;Moiry;78.5
2019;Mollens (VD);74
2019;Molondin;81
2019;Montagny-près-Yverdon;65
2019;Montanaire;72
2019;Montcherand;72
2019;Montherod;78
2019;Montilliez;74
2019;Mont-la-Ville;76
2019;Montpreveyres;77
2019;Montreux;65
2019;Montricher;64
2019;Mont-sur-Rolle;65
2019;Morges;68.5
2019;Morrens (VD);74
2019;Moudon;75
2019;Mutrux;80
2019;Novalles;76
2019;Noville;78.5
2019;Nyon;61
2019;Ogens;78
2019;Ollon;68
2019;Onnens (VD);65
2019;Oppens;81
2019;Orbe;77
2019;Orges;74
2019;Ormont-Dessous;78.5
2019;Ormont-Dessus;76
2019;Orny;73
2019;Oron;69
2019;Orzens;79
2019;Oulens-sous-Echallens;71
2019;Pailly;77.5
2019;Pampigny;75
2019;Paudex;68
2019;Payerne;75
2019;Penthalaz;74
2019;Penthaz;71
2019;Penthéréaz;78
2019;Perroy;60
2019;Poliez-Pittet;73
2019;Pompaples;66
2019;Pomy;71
2019;Prangins;56
2019;Premier;81
2019;Préverenges;64
2019;Prévonloup;74
2019;Prilly;73.5
2019;Provence;81
2019;Puidoux;70
2019;Pully;61
2019;Rances;78
2019;Renens (VD);78.5
2019;Rennaz;67.5
2019;Reverolle;76
2019;Rivaz;63.5
2019;Roche (VD);68
2019;Rolle;59.5
2019;Romainmôtier-Envy;81
2019;Romanel-sur-Lausanne;72
2019;Romanel-sur-Morges;56
2019;Ropraz;77.5
2019;Rossenges;75
2019;Rossinière;81
2019;Rougemont;74
2019;Rovray;73
2019;Rueyres;73
2019;Saint-Barthélemy (VD);77
2019;Saint-Cergue;66
2019;Sainte-Croix;70
2019;Saint-George;71
2019;Saint-Légier-La Chiésaz;70
2019;Saint-Livres;69
2019;Saint-Oyens;81
2019;Saint-Prex;55
2019;Saint-Saphorin (Lavaux);70
2019;Saint-Sulpice (VD);55
2019;Saubraz;80
2019;Savigny;69
2019;Senarclens;68.5
2019;Sergey;78
2019;Servion;69
2019;Sévery;75
2019;Signy-Avenex;58
2019;Suchy;70
2019;Sullens;70
2019;Suscévaz;72
2019;Syens;75.6
2019;Tannay;61
2019;Tartegnin;81
2019;Tévenon;73
2019;Tolochenaz;65
2019;Trélex;57
2019;Trey;80
2019;Treycovagnes;75
2019;Treytorrens (Payerne);84
2019;Ursins;77
2019;Valbroye;73
2019;Valeyres-sous-Montagny;72
2019;Valeyres-sous-Rances;68
2019;Valeyres-sous-Ursins;79
2019;Vallorbe;73
2019;Vaulion;81
2019;Vaux-sur-Morges;56
2019;Vevey;76
2019;Veytaux;71
2019;Vich;66
2019;Villars-Epeney;60
2019;Villars-le-Comte;70
2019;Villars-le-Terroir;73
2019;Villars-Sainte-Croix;62
2019;Villars-sous-Yens;76
2019;Villarzel;77
2019;Villeneuve (VD);69
2019;Vinzel;67
2019;Vuarrens;75
2019;Vucherens;79
2019;Vufflens-la-Ville;67
2019;Vufflens-le-Château;60
2019;Vugelles-La Mothe;70
2019;Vuiteboeuf;77
2019;Vulliens;78
2019;Vullierens;76
2019;Vully-les-Lacs;67
2019;Yens;73
2019;Yverdon-les-Bains;76.5
2019;Yvonand;73
2019;Yvorne;71.5
